Area Schedule (PROPOSTA 01),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Comments,Name,Number,Perimeter,QUADRA,TIPO DE MACROÁREA,% MÍNIMO,Acréscimo de Área,Area Type,Count,Export to IFC,Export to IFC As,IFC Predefined Type,IfcGUID,Image,Level,P_Purge em DataBase,P_Transformar em Floor,P_Transformar em SHP,P_Verificar Arredondamento,P_Área de Projeto,01.NATUREZA,02.LOTE,03.ZONEAMENTO,04.ÁREA DE LOTE,05.ÁREA REMANESCENTE,06.PERDA POR ATINGIMENTO VIÁRIO,07.COEFICIENTE DE APROVEITAMENTO,08.C.A. RESTANTE,09.ÁREA CONSTRUÍVEL RESTANTE,10.ÁREA CONSTRUÍVEL DO ÍNDICE,11.ÁREA CONSUMIDA DO C.A.,12.ÁREA CONSTRUÍDA TOTAL,13.ÁREA CONSTRUÍDA ABERTA,14.ÁREA CONSTRUÍDA FECHADA,15.ÁREA PRIVATIVA TOTAL,16.PAVIMENTOS TOTAIS,17.ÁREA INDIVIDUAL PAV. SUBSOLO,18.ÁREA INDIVIDUAL PAV. BASE,19.ÁREA INDIVIDUAL PAV. BASE DIFERENCIADO,20.ÁREA INDIVIDUAL PAV. TORRE,21.ÁREA INDIVIDUAL PAV. ÁTICO,22.ÁREA SOMADA PAVIMENTOS SUBSOLOS,23.ÁREA SOMADA PAVIMENTOS BASE,24.ÁREA SOMADA PAVIMENTOS TORRE,25.ÁREA TOTAL INDEFINIDA,26.ÁREA TOTAL COMERCIAL,27.ÁREA TOTAL ESTACIONAMENTO,28.ÁREA TOTAL RESIDENCIAL,29.ÁREA TOTAL DE LAZER,30.ÁREA TOTAL TÉCNICA,31.ÁREA ABERTA TOTAL INDEFINIDA,32.ÁREA ABERTA TOTAL COMERCIAL,33.ÁREA ABERTA TOTAL ESTACIONAMENTO,34.ÁREA ABERTA TOTAL RESIDENCIAL,35.ÁREA ABERTA TOTAL LAZER,36.ÁREA ABERTA TOTAL TÉCNICA,37.ÁREA TOTAL RESIDENCIAL PRIVATIVA,38.ÁREA TOTAL COMERCIAL PRIVATIVA,39.TOTAL DE UNIDADES,40.ÁREA DAS UNIDADES,41.VAGAS PARA X/m² DE COMÉRCIO,42.DEMANDA - VAGAS DE COMÉRCIO,43.VAGAS POR UNIDADE,44.DEMANDA - VAGAS PARA RESIDENCIAL,45.VAGAS PARA UNIDADES VISITANTES,46.VAGAS TOTAIS DEMANDA,47.TOTAL DE VAGAS,48.CAMPO RESERVA A,49.CAMPO RESERVA B,50.CAMPO RESERVA C,51.CAMPO RESERVA D,52.CAMPO RESERVA E,53.C.A. UTILIZADO,54.PERCENTUAL PRIVATIVO FECHADO DO TERRENO,55.PERCENTUAL PRIVATIVO FECHADO DA AREA CONSTRUIDA,56.PERCENTUAL FECHADO DO INDEFINIDO,57.PERCENTUAL FECHADO DO COMERCIAL,58.PERCENTUAL FECHADO DO ESTACIONAMENTO,59.PERCENTUAL FECHADO DO RESIDENCIAL,60.PERCENTUAL FECHADO DO LAZER,61.PERCENTUAL FECHADO DO TÉCNICO,62.TO SUBSOLO LIMITE,63.TO BASE LIMITE,64.TO TORRE LIMITE,65.TO SUBSOLO PROJETO,66.TO BASE PROJETO,67.TO TORRE PROJETO,68.PERCENTUAL PRIVATIVO RES DO PRIVATIVO,69.PERCENTUAL PRIVATIVO COMERCIAL DO PRIVATIVO,70.AREA INDEFINIDA ABERTA E FECHADA,71.AREA COMERCIAL ABERTA E FECHADA,72.AREA ESTACIONAMENTO ABERTA E FECHADA,73.AREA RESIDENCIAL ABERTA E FECHADA,74.AREA LAZER ABERTA E FECHADA,75.AREA TECNICA ABERTA E FECHADA,_VÉRTICES,VIAS_02.NOME,VIAS_03.TIPO DE VIA,VIAS_04.RUA,VIAS_05.RUA PROJETADA,VIAS_06.CALÇADA,VIAS_07.CALÇADA PROJETADA,VIAS_08.RUA ÁREA VERDE,VIAS_09.RUA PAVIMENTAÇÃO,VIAS_10.RUA MEIO-FIO,VIAS_11.RUA PROJETADA ÁREA VERDE,VIAS_12.RUA PROJETADA PAVIMENTAÇÃO,VIAS_13.RUA PROJETADA MEIO-FIO,VIAS_14.CALÇADA ÁREA VERDE,VIAS_15.CALÇADA PAVIMENTAÇÃO,VIAS_16.CALÇADA MEIO-FIO,VIAS_17.CALÇADA PROJETADA ÁREA VERDE,VIAS_18.CALÇADA PROJETADA PAVIMENTAÇÃO,VIAS_19.CALÇADA PROJETADA MEIO-FIO,VIAS_20._CICLOVIA ÁREA,VIAS_21._CICLOVIA ÁREA PROJETADA,VIAS_22._ONIBUS ÁREA,VIAS_23._ONIBUS ÁREA PROJETADA,VIAS_24._VLT ÁREA,VIAS_25._VLT ÁREA PROJETADA,VIAS_26._ESTACIONAMENTO ÁREA,VIAS_27._ESTACIONAMENTO ÁREA PROJETADA,VIAS_28.__CAMPO RESERVA VIA A,VIAS_29.__CAMPO RESERVA VIA B,VIAS_30.__CAMPO RESERVA VIA C,VIAS_31.__CAMPO RESERVA VIA D,VIAS_32.__CAMPO RESERVA VIA E,VIAS_33.CALCADA AREA ASFALTAVEL,VIAS_34.CALCADA PROJETADA AREA ASFALTAVEL,VIAS_35.RUA AREA ASFALTAVEL,VIAS_36.RUA PROJETADA AREA ASFALTAVEL,VIAS_37.VIA,VIAS_38.VIA AREA VERDE,VIAS_39.VIA ASFALTAVEL,VIAS_40.VIA MEIO FIO,VIAS_41.VIA PAVIMENTACAO,VIAS_42.VIA PROJETADA,VIAS_43.VIA PROJETADA AREA ASFALTAVEL,VIAS_44.VIA PROJETADA AREA VERDE,VIAS_45.VIA PROJETADA MEIO FIO,VIAS_46.VIA PROJETADA PAVIMENTACAO,VIAS_47.PERCENTUAL DE AREA ASFALTAVEL,VIAS_48.PERCENTUAL DE AREA VERDE,VIAS_49.PERCENTUAL DE CALCADA,VIAS_50.PERCENTUAL DE MEIO FIO,VIAS_51.PERCENTUAL DE PAVIMENTACAO,VIAS_52.PERCENTUAL DE RUA
926.95 m²,LOTE,L-010,,135.94,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Nf,,Level 1,,,No,,Yes,Lote,L-010,Z7,925.99 m²,925.99 m²,0.00 m²,0.32,0,0.00 m²,296.32 m²,296.32 m²,344.32 m²,0.00 m²,344.32 m²,251.87 m²,1,0.00 m²,0.00 m²,296.32 m²,0.00 m²,0.00 m²,0.00 m²,296.32 m²,0.00 m²,0.00 m²,296.32 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,251.87 m²,0,0.00 m²,40.00 m²,7,1,0,0,7,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.32,27.200024,73.150479,0,86.059387,0,0,0,13.940613,32,32,32,0,0,0,0,100,0.00 m²,296.32 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219.11 m²,LOTE,L-011,,335.14,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Ne,,Level 1,,,No,,Yes,Lote,L-011,Z2,4219.18 m²,4219.18 m²,0.00 m²,2.02,0.2365,997.84 m²,8522.74 m²,7524.90 m²,8697.32 m²,1124.41 m²,7572.91 m²,6396.17 m²,4,0.00 m²,1729.86 m²,0.00 m²,1729.86 m²,605.45 m²,0.00 m²,1729.86 m²,5189.59 m²,0.00 m²,7524.91 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,1124.41 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,6396.17 m²,0,0.00 m²,40.00 m²,160,1,0,0,160,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1.7835,151.597601,84.461238,0,99.366162,0,0,0,0.633838,41,41,41,0,41.00005,41,0,100,0.00 m²,8649.32 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7851.05 m²,LOTE,L-012,,447.31,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Nh,,Level 1,,,No,,Yes,Lote,L-012,Z1,7851.02 m²,7851.02 m²,0.00 m²,0.63,0.0425,333.67 m²,4946.15 m²,4612.48 m²,5936.28 m²,1275.80 m²,4660.48 m²,3920.61 m²,2,0.00 m²,1962.76 m²,0.00 m²,1962.76 m²,686.96 m²,0.00 m²,1962.76 m²,1962.76 m²,0.00 m²,4612.48 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,1275.80 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,3920.61 m²,0,0.00 m²,40.00 m²,99,1,0,0,99,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.5875,49.937522,84.124553,0,98.970063,0,0,0,1.029937,25,25,25,0,25.000044,25,0,100,0.00 m²,5888.28 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356.89 m²,LOTE,L-013,,217.7,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Ng,,Level 1,,,No,,Yes,Lote,L-013,Z1,2356.85 m²,2356.85 m²,0.00 m²,1.02,0.056503,133.17 m²,2403.99 m²,2270.82 m²,2946.93 m²,628.10 m²,2318.82 m²,1930.20 m²,2,0.00 m²,966.31 m²,0.00 m²,966.31 m²,338.20 m²,0.00 m²,966.31 m²,966.31 m²,0.00 m²,2270.82 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,628.10 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1930.20 m²,0,0.00 m²,40.00 m²,49,1,0,0,49,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963497,81.897306,83.240485,0,97.929983,0,0,0,2.070017,41,41,41,0,41.000026,41,0,100,0.00 m²,2898.93 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117.88 m²,LOTE,L-014,,203.82,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Nj,,Level 1,,,No,,Yes,Lote,L-014,Z1,2117.90 m²,2117.89 m²,0.00 m²,1,0.036501,77.31 m²,2117.90 m²,2040.59 m²,2653.01 m²,564.42 m²,2088.59 m²,1734.50 m²,2,0.00 m²,868.34 m²,0.00 m²,868.34 m²,303.92 m²,0.00 m²,868.34 m²,868.34 m²,0.00 m²,2040.59 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,564.42 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1734.50 m²,0,0.00 m²,40.00 m²,44,1,0,0,44,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963499,81.89746,83.046531,0,97.701801,0,0,0,2.298199,41,41,41,0,41.000051,41,0,100,0.00 m²,2605.01 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919.56 m²,LOTE,L-015,,183.19,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Ni,,Level 1,,,No,,Yes,Lote,L-015,Z1,1919.56 m²,1919.56 m²,0.00 m²,1.02,0.0565,108.46 m²,1957.95 m²,1849.49 m²,2409.05 m²,511.56 m²,1897.49 m²,1572.07 m²,2,0.00 m²,787.02 m²,0.00 m²,787.02 m²,275.46 m²,0.00 m²,787.02 m²,787.02 m²,0.00 m²,1849.49 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,511.56 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1572.07 m²,0,0.00 m²,40.00 m²,40,1,0,0,40,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.9635,81.897455,82.849792,0,97.470344,0,0,0,2.529656,41,41,41,0,40.999967,41,0,100,0.00 m²,2361.05 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986.47 m²,LOTE,L-016,,207.12,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Nl,,Level 1,,,No,,Yes,Lote,L-016,Z1,1986.48 m²,1986.48 m²,0.00 m²,1.04,0.076501,151.97 m²,2065.94 m²,1913.97 m²,2491.36 m²,529.39 m²,1961.97 m²,1626.87 m²,2,0.00 m²,814.45 m²,0.00 m²,814.46 m²,285.06 m²,0.00 m²,814.45 m²,814.46 m²,0.00 m²,1913.97 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,529.39 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1626.87 m²,0,0.00 m²,40.00 m²,41,1,0,0,41,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963499,81.897269,82.920457,0,97.553478,0,0,0,2.446522,41,41,41,0,40.999833,41,0,100,0.00 m²,2443.36 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298.89 m²,LOTE,L-017,,197.02,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Nk,,Level 1,,,No,,Yes,Lote,L-017,Z1,2298.91 m²,2298.91 m²,0.00 m²,1.02,0.056496,129.88 m²,2344.88 m²,2215.00 m²,2875.67 m²,612.66 m²,2263.01 m²,1882.76 m²,2,0.00 m²,942.56 m²,0.00 m²,942.55 m²,329.89 m²,0.00 m²,942.56 m²,942.55 m²,0.00 m²,2215.01 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,612.66 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1882.76 m²,0,0.00 m²,40.00 m²,48,1,0,0,48,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963504,81.897947,83.19709,0,97.878929,0,0,0,2.121071,41,41,41,0,41.000172,41,0,100,0.00 m²,2827.67 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592.95 m²,LOTE,L-018,,225.23,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0NX,,Level 1,,,No,,Yes,Lote,L-018,Z1,2592.97 m²,2592.97 m²,0.00 m²,1,0.036501,94.65 m²,2592.97 m²,2498.32 m²,3237.35 m²,691.03 m²,2546.32 m²,2123.57 m²,2,0.00 m²,1063.12 m²,0.00 m²,1063.12 m²,372.09 m²,0.00 m²,1063.12 m²,1063.12 m²,0.00 m²,2498.32 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,691.03 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,2123.57 m²,0,0.00 m²,40.00 m²,54,1,0,0,54,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963499,81.897446,83.397689,0,98.114929,0,0,0,1.885071,41,41,41,0,41.000025,41,0,100,0.00 m²,3189.35 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740.41 m²,LOTE,L-019,,220.54,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0NW,,Level 1,,,No,,Yes,Lote,L-019,Z1,2740.43 m²,2740.42 m²,0.00 m²,1.01,0.046502,127.44 m²,2767.83 m²,2640.39 m²,3418.71 m²,730.32 m²,2688.39 m²,2244.33 m²,2,0.00 m²,1123.57 m²,0.00 m²,1123.57 m²,393.25 m²,0.00 m²,1123.57 m²,1123.57 m²,0.00 m²,2640.39 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,730.32 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,2244.33 m²,0,0.00 m²,40.00 m²,57,1,0,0,57,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963498,81.897181,83.482363,0,98.214545,0,0,0,1.785455,41,41,41,0,40.999847,41,0,100,0.00 m²,3370.71 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575.18 m²,LOTE,L-020,,223.57,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0NZ,,Level 1,,,No,,Yes,Lote,L-020,Z1,2575.18 m²,2575.18 m²,0.00 m²,1.03,0.0665,171.25 m²,2652.44 m²,2481.19 m²,3215.48 m²,686.29 m²,2529.19 m²,2109.01 m²,2,0.00 m²,1055.83 m²,0.00 m²,1055.82 m²,369.54 m²,0.00 m²,1055.83 m²,1055.82 m²,0.00 m²,2481.19 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,686.29 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,2109.01 m²,0,0.00 m²,40.00 m²,53,1,0,0,53,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.9635,81.89755,83.386836,0,98.10216,0,0,0,1.89784,41,41,41,0,41.000066,41,0,100,0.00 m²,3167.48 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376.15 m²,LOTE,L-021,,207.88,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0NY,,Level 1,,,No,,Yes,Lote,L-021,Z1,2376.15 m²,2376.15 m²,0.00 m²,1.01,0.046501,110.49 m²,2399.91 m²,2289.42 m²,2970.67 m²,633.25 m²,2337.42 m²,1946.01 m²,2,0.00 m²,974.22 m²,0.00 m²,974.22 m²,340.98 m²,0.00 m²,974.22 m²,974.22 m²,0.00 m²,2289.42 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,633.25 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1946.01 m²,0,0.00 m²,40.00 m²,49,1,0,0,49,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963499,81.8975,83.254485,0,97.946453,0,0,0,2.053547,41,41,41,0,41.000062,41,0,100,0.00 m²,2922.67 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214.36 m²,LOTE,L-022,,200.29,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Nb,,Level 1,,,No,,Yes,Lote,L-022,Z1,2214.37 m²,2214.37 m²,0.00 m²,1,0.036498,80.82 m²,2214.37 m²,2133.54 m²,2771.68 m²,590.13 m²,2181.55 m²,1813.52 m²,2,0.00 m²,907.89 m²,0.00 m²,907.89 m²,317.76 m²,0.00 m²,907.89 m²,907.89 m²,0.00 m²,2133.55 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,590.13 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1813.52 m²,0,0.00 m²,40.00 m²,46,1,0,0,46,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963502,81.897776,83.129768,0,97.799727,0,0,0,2.200273,41,41,41,0,41.000154,41,0,100,0.00 m²,2723.68 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993.05 m²,LOTE,L-023,,189.28,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Na,,Level 1,,,No,,Yes,Lote,L-023,Z1,1993.04 m²,1993.04 m²,0.00 m²,1.02,0.056499,112.60 m²,2032.90 m²,1920.29 m²,2499.44 m²,531.14 m²,1968.29 m²,1632.25 m²,2,0.00 m²,817.15 m²,0.00 m²,817.15 m²,286.00 m²,0.00 m²,817.15 m²,817.15 m²,0.00 m²,1920.29 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,531.14 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1632.25 m²,0,0.00 m²,40.00 m²,41,1,0,0,41,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963501,81.897572,82.92714,0,97.561341,0,0,0,2.438659,41,41,41,0,40.999996,41,0,100,0.00 m²,2451.44 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264.29 m²,LOTE,L-024,,204.87,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Nd,,Level 1,,,No,,Yes,Lote,L-024,Z1,2264.28 m²,2264.28 m²,0.00 m²,1.03,0.066498,150.57 m²,2332.20 m²,2181.63 m²,2833.07 m²,603.43 m²,2229.64 m²,1854.39 m²,2,0.00 m²,928.36 m²,0.00 m²,928.35 m²,324.92 m²,0.00 m²,928.36 m²,928.35 m²,0.00 m²,2181.64 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,603.43 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1854.39 m²,0,0.00 m²,40.00 m²,47,1,0,0,47,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963502,81.897846,83.170107,0,97.847185,0,0,0,2.152815,41,41,41,0,41.000186,41,0,100,0.00 m²,2785.07 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489.72 m²,LOTE,L-025,,200.07,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Nc,,Level 1,,,No,,Yes,Lote,L-025,Z1,2489.73 m²,2489.73 m²,0.00 m²,1.02,0.0565,140.67 m²,2539.52 m²,2398.85 m²,3110.37 m²,663.51 m²,2446.85 m²,2039.02 m²,2,0.00 m²,1020.79 m²,0.00 m²,1020.79 m²,357.28 m²,0.00 m²,1020.79 m²,1020.79 m²,0.00 m²,2398.85 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,663.51 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,2039.02 m²,0,0.00 m²,40.00 m²,51,1,0,0,51,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.9635,81.897489,83.332552,0,98.038296,0,0,0,1.961704,41,41,41,0,40.999992,41,0,100,0.00 m²,3062.37 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634.24 m²,LOTE,L-026,,231.87,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Nv,,Level 1,,,No,,Yes,Lote,L-026,Z1,2634.24 m²,2634.24 m²,0.00 m²,1,0.036501,96.15 m²,2634.24 m²,2538.09 m²,3288.13 m²,702.03 m²,2586.09 m²,2157.38 m²,2,0.00 m²,1080.04 m²,0.00 m²,1080.04 m²,378.01 m²,0.00 m²,1080.04 m²,1080.04 m²,0.00 m²,2538.09 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,702.03 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,2157.38 m²,0,0.00 m²,40.00 m²,54,1,0,0,54,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963499,81.897552,83.42233,0,98.143918,0,0,0,1.856082,41,41,41,0,41.000145,41,0,100,0.00 m²,3240.13 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554.83 m²,LOTE,L-027,,203.79,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Nu,,Level 1,,,No,,Yes,Lote,L-027,Z1,2554.82 m²,2554.83 m²,-0.01 m²,1,0.036498,93.25 m²,2554.82 m²,2461.58 m²,3190.44 m²,680.86 m²,2509.58 m²,2092.34 m²,2,0.00 m²,1047.48 m²,0.00 m²,1047.48 m²,366.62 m²,0.00 m²,1047.48 m²,1047.48 m²,0.00 m²,2461.58 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,680.86 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,2092.34 m²,0,0.00 m²,40.00 m²,53,1,0,0,53,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963502,81.897678,83.374228,0,98.087327,0,0,0,1.912673,41,41,41,0,40.999978,41,0,100,0.00 m²,3142.44 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297.79 m²,LOTE,L-028,,226.95,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Nx,,Level 1,,,No,,Yes,Lote,L-028,Z1,2297.78 m²,2297.78 m²,0.00 m²,1.04,0.076499,175.78 m²,2389.69 m²,2213.92 m²,2874.28 m²,612.36 m²,2261.92 m²,1881.83 m²,2,0.00 m²,942.09 m²,0.00 m²,942.09 m²,329.73 m²,0.00 m²,942.09 m²,942.09 m²,0.00 m²,2213.92 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,612.36 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1881.83 m²,0,0.00 m²,40.00 m²,48,1,0,0,48,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.963501,81.897636,83.196221,0,97.877907,0,0,0,2.122093,41,41,41,0,41.000067,41,0,100,0.00 m²,2826.28 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
